OBJECTID,UPlCodigo,UPlNombre,SHAPE_Leng,LocNombre,LocCodigo,idred,RedIntregr,SHAPE_Le_1,SHAPE_Area
250,UPZ27,SUBA,0.12411715,SUBA,11,4,Territorio Red Norte,0.12411715,0.00053178
251,UPZ72,BOLIVIA,0.09079184,SUBA,11,4,Territorio Red Norte,0.09079184,0.00038646
252,UPZ15,COUNTRY CLUB,0.06354134,SUBA,11,4,Territorio Red Norte,0.06354134,0.00023261
253,UPZ16,SANTA BARBARA,0.07734376,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.07734376,0.00037357
254,UPZ21,LOS ANDES,0.05765049,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.05765049,0.00022381
255,UPZ89,SAN ISIDRO - PATIOS,0.05323999,USAQUEN,1,4,Territorio Red Norte,0.05323999,9.20E-05
256,UPZ106,LA ESMERALDA,0.0541647,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.0541647,0.00015707
257,UPZ86,EL PORVENIR,0.09053768,KENNEDY,8,2,Territorio Red Sur Occidente,0.09053768,0.00037545
258,UPZ82,PATIO BONITO,0.08301776,KENNEDY,8,2,Territorio Red Sur Occidente,0.08301776,0.00025841
259,UPZ99,CHAPINERO,0.07958071,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.07958071,0.00012973
260,UPZ109,CIUDAD SALITRE ORIENTAL,0.05797411,TEUSAQUILLO,13,4,Territorio Red Norte,0.05797411,0.00014702
261,UPZ90,PARDO RUBIO,0.13039872,SANTA FE,3,3,Territorio Red Centro Oriente,0.13039872,0.00023225
262,UPZ33,SOSIEGO,0.05867176,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.05867176,0.00019129
263,UPZ111,PUENTE ARANDA,0.07876444,TEUSAQUILLO,13,4,Territorio Red Norte,0.07876444,0.00029027
264,UPZ102,LA SABANA,0.07646898,TEUSAQUILLO,13,4,Territorio Red Norte,0.07646898,0.00036721
265,UPZ45,CARVAJAL,0.09134749,TUNJUELITO,6,1,Territorio Red Sur,0.09134749,0.00035716
266,UPZ93,LAS NIEVES,0.06185131,TEUSAQUILLO,13,4,Territorio Red Norte,0.06185131,0.00014053
267,UPZ37,SANTA ISABEL,0.05539622,LOS MARTIRES,14,3,Territorio Red Centro Oriente,0.05539622,0.00016324
268,UPZ49,APOGEO,0.07336394,KENNEDY,8,2,Territorio Red Sur Occidente,0.07336394,0.00017148
269,UPZ19,EL PRADO,0.09591693,SUBA,11,4,Territorio Red Norte,0.09591693,0.00035299
270,UPZ24,NIZA,0.12220205,SUBA,11,4,Territorio Red Norte,0.12220205,0.0006162
271,UPZ23,CASA BLANCA SUBA,0.09318943,SUBA,11,4,Territorio Red Norte,0.09318943,0.00034247
272,UPZ110,CIUDAD SALITRE OCCIDENTAL,0.05497864,TEUSAQUILLO,13,4,Territorio Red Norte,0.05497864,0.00018381
273,UPZ104,PARQUE SIMON BOLIVAR - CAN,0.11047598,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.11047598,0.00032467
274,UPZ31,SANTA CECILIA,0.0692341,ENGATIVA,10,4,Territorio Red Norte,0.0692341,0.00025131
275,UPZ68,EL TESORO,0.09072186,CIUDAD BOLIVAR,19,1,Territorio Red Sur,0.09072186,0.00017169
276,UPZ64,MONTE BLANCO,0.19686587,USME,5,1,Territorio Red Sur,0.19686587,0.00056642
277,UPZ71,TIBABUYES,0.15653033,SUBA,11,4,Territorio Red Norte,0.15653033,0.00059162
278,UPZ29,MINUTO DE DIOS,0.08422557,SUBA,11,4,Territorio Red Norte,0.08422557,0.000304
279,UPZ76,FONTIBON SAN PABLO,0.08721918,FONTIBON,9,2,Territorio Red Sur Occidente,0.08721918,0.00029317
280,UPZ3,GUAYMARAL,0.10729746,SUBA,11,4,Territorio Red Norte,0.10729746,0.00036951
281,UPZ80,CORABASTOS,0.05308656,KENNEDY,8,2,Territorio Red Sur Occidente,0.05308656,0.00015027
282,UPZ67,LUCERO,0.12185553,TUNJUELITO,6,1,Territorio Red Sur,0.12185553,0.00047747
283,UPZ63,EL MOCHUELO,0.09852597,TUNJUELITO,6,1,Territorio Red Sur,0.09852597,0.0002579
284,UPZ55,DIANA TURBAY,0.07121449,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.07121449,0.00017216
285,UPZ51,LOS LIBERTADORES,0.11468879,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.11468879,0.00029715
286,UPZ60,PARQUE ENTRENUBES,0.13191932,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.13191932,0.00031105
287,UPZ56,DANUBIO,0.08739913,TUNJUELITO,6,1,Territorio Red Sur,0.08739913,0.00023511
288,UPZ65,ARBORIZADORA,0.14141227,TUNJUELITO,6,1,Territorio Red Sur,0.14141227,0.00024939
289,UPZ2,LA ACADEMIA,0.12596425,SUBA,11,4,Territorio Red Norte,0.12596425,0.00054742
290,UPZ17,SAN JOSE DE BAVARIA,0.085272,SUBA,11,4,Territorio Red Norte,0.085272,0.00035697
291,UPZ18,BRITALIA,0.07104776,SUBA,11,4,Territorio Red Norte,0.07104776,0.00026768
292,UPZ26,LAS FERIAS,0.08409591,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.08409591,0.00038549
293,UPZ115,CAPELLANIA,0.09547234,ENGATIVA,10,4,Territorio Red Norte,0.09547234,0.00022161
294,UPZ50,LA GLORIA,0.12381564,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.12381564,0.00031419
295,UPZ60,PARQUE ENTRENUBES,0.03336099,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.03336099,3.01E-05
296,UPZ20,LA ALHAMBRA,0.06376832,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.06376832,0.00023193
297,UPZ79,CALANDAIMA,0.08705838,KENNEDY,8,2,Territorio Red Sur Occidente,0.08705838,0.00025973
298,UPZ12,TOBERIN,0.06450494,SUBA,11,4,Territorio Red Norte,0.06450494,0.00023674
299,UPZ10,LA URIBE,0.10083865,SUBA,11,4,Territorio Red Norte,0.10083865,0.00028121
300,UPZ59,ALFONSO LOPEZ,0.06995825,USME,5,1,Territorio Red Sur,0.06995825,0.00017627
301,UPZ58,COMUNEROS,0.11763925,USME,5,1,Territorio Red Sur,0.11763925,0.00040143
302,UPZ43,SAN RAFAEL,0.0702767,PUENTE ARANDA,16,2,Territorio Red Sur Occidente,0.0702767,0.00026817
303,UPZ47,KENNEDY CENTRAL,0.08323578,KENNEDY,8,2,Territorio Red Sur Occidente,0.08323578,0.00027461
304,UPZ48,TIMIZA,0.10548036,KENNEDY,8,2,Territorio Red Sur Occidente,0.10548036,0.00035052
305,UPZ113,BAVARIA,0.06072521,PUENTE ARANDA,16,2,Territorio Red Sur Occidente,0.06072521,0.00022576
306,UPZ44,AMERICAS,0.07939973,KENNEDY,8,2,Territorio Red Sur Occidente,0.07939973,0.00031024
307,UPZ13,LOS CEDROS,0.11840785,SUBA,11,4,Territorio Red Norte,0.11840785,0.00054752
308,UPZ70,JERUSALEM,0.12207114,CIUDAD BOLIVAR,19,1,Territorio Red Sur,0.12207114,0.00043765
309,UPZ36,SAN JOSE,0.05717493,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.05717493,0.00016933
310,UPZ66,SAN FRANCISCO,0.07435825,TUNJUELITO,6,1,Territorio Red Sur,0.07435825,0.00014543
311,UPZ57,GRAN YOMASA,0.14072145,USME,5,1,Territorio Red Sur,0.14072145,0.00043626
312,UPZ52,LA FLORA,0.08726529,SAN CRISTOBAL,4,3,Territorio Red Centro Oriente,0.08726529,0.00014682
313,UPZ52,LA FLORA,0.01173432,USME,5,1,Territorio Red Sur,0.01173432,6.02E-06
314,UPZ11,SAN CRISTOBAL NORTE,0.09820609,USAQUEN,1,4,Territorio Red Norte,0.09820609,0.0002242
315,UPZ14,USAQUEN,0.1336477,USAQUEN,1,4,Territorio Red Norte,0.1336477,0.00040126
316,UPZ73,GARCES NAVAS,0.12122823,ENGATIVA,10,4,Territorio Red Norte,0.12122823,0.00045205
317,UPZ74,ENGATIVA,0.12242699,ENGATIVA,10,4,Territorio Red Norte,0.12242699,0.0004786
318,UPZ25,LA FLORESTA,0.10754108,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.10754108,0.00032046
319,UPZ97,CHICO LAGO,0.10465543,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.10465543,0.00034404
320,UPZ98,LOS ALCAZARES,0.07962914,BARRIOS UNIDOS,12,4,Territorio Red Norte,0.07962914,0.00033718
321,UPZ96,LOURDES,0.08608507,CANDELARIA,17,3,Territorio Red Centro Oriente,0.08608507,0.00016297
322,UPZ92,LA MACARENA,0.073558,CANDELARIA,17,3,Territorio Red Centro Oriente,0.073558,6.95E-05
323,UPZ94,LA CANDELARIA,0.06715641,CANDELARIA,17,3,Territorio Red Centro Oriente,0.06715641,0.00016777
324,UPZ9,VERBENAL,0.08690104,SUBA,11,4,Territorio Red Norte,0.08690104,0.00028979
325,UPZ28,EL RINCON,0.1185522,SUBA,11,4,Territorio Red Norte,0.1185522,0.00057834
326,UPZ30,BOYACA REAL,0.08043807,ENGATIVA,10,4,Territorio Red Norte,0.08043807,0.00036957
327,UPZ116,ALAMOS,0.08117443,ENGATIVA,10,4,Territorio Red Norte,0.08117443,0.00016308
328,UPZ35,CIUDAD JARDIN,0.04848404,LOS MARTIRES,14,3,Territorio Red Centro Oriente,0.04848404,0.00010849
329,UPZ38,RESTREPO,0.09543319,LOS MARTIRES,14,3,Territorio Red Centro Oriente,0.09543319,0.00028885
330,UPZ41,MUZU,0.06276576,PUENTE ARANDA,16,2,Territorio Red Sur Occidente,0.06276576,0.00020588
331,UPZ40,CIUDAD MONTES,0.07985542,PUENTE ARANDA,16,2,Territorio Red Sur Occidente,0.07985542,0.00036284
332,UPZ34,20 DE JULIO,0.0617638,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.0617638,0.00021378
333,UPZ84,BOSA OCCIDENTAL,0.10628509,KENNEDY,8,2,Territorio Red Sur Occidente,0.10628509,0.00035048
334,UPZ85,BOSA CENTRAL,0.14801612,KENNEDY,8,2,Territorio Red Sur Occidente,0.14801612,0.00058196
335,UPZ32,SAN BLAS,0.157288,SANTA FE,3,3,Territorio Red Centro Oriente,0.157288,0.00032573
336,UPZ95,LAS CRUCES,0.04261824,LOS MARTIRES,14,3,Territorio Red Centro Oriente,0.04261824,7.52E-05
337,UPZ87,TINTAL SUR,0.14547286,BOSA,7,2,Territorio Red Sur Occidente,0.14547286,0.0004698
338,UPZ1,PASEO DE LOS LIBERTADORES,0.16450556,SUBA,11,4,Territorio Red Norte,0.16450556,0.00051393
339,UPZ46,CASTILLA,0.08892227,KENNEDY,8,2,Territorio Red Sur Occidente,0.08892227,0.00040978
340,UPZ112,GRANJAS DE TECHO,0.09346924,TEUSAQUILLO,13,4,Territorio Red Norte,0.09346924,0.00038895
341,UPZ78,TINTAL NORTE,0.09470913,KENNEDY,8,2,Territorio Red Sur Occidente,0.09470913,0.00027964
342,UPZ117,AEROPUERTO EL DORADO,0.13568565,ENGATIVA,10,4,Territorio Red Norte,0.13568565,0.00060519
343,UPZ77,ZONA FRANCA,0.16996874,KENNEDY,8,2,Territorio Red Sur Occidente,0.16996874,0.00040035
344,UPZ54,MARRUECOS,0.07917853,TUNJUELITO,6,1,Territorio Red Sur,0.07917853,0.00029549
345,UPZ39,QUIROGA,0.085462,TUNJUELITO,6,1,Territorio Red Sur,0.085462,0.00030575
346,UPZ62,TUNJUELITO,0.09174657,TUNJUELITO,6,1,Territorio Red Sur,0.09174657,0.00026647
347,UPZ53,MARCO FIDEL SUAREZ,0.05669328,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.05669328,0.00015026
348,UPZ69,ISMAEL PERDOMO,0.09475742,BOSA,7,2,Territorio Red Sur Occidente,0.09475742,0.00045592
349,UPZ61,CIUDAD USME,0.24488713,USME,5,1,Territorio Red Sur,0.24488713,0.00075019
350,UPZ42,VENECIA,0.15120994,TUNJUELITO,6,1,Territorio Red Sur,0.15120994,0.00054056
354,1,UPR ZONA NORTE,0.61363375,SUBA,11,4,Territorio Red Norte,0.61363375,0.00305714
346,UPZ62,TUNJUELITO,0.09174657,TUNJUELITO,6,1,Territorio Red Sur,0.09174657,0.00026647
347,UPZ53,MARCO FIDEL SUAREZ,0.05669328,RAFAEL URIBE URIBE,18,3,Territorio Red Centro Oriente,0.05669328,0.00015026
348,UPZ69,ISMAEL PERDOMO,0.09475742,BOSA,7,2,Territorio Red Sur Occidente,0.09475742,0.00045592
349,UPZ61,CIUDAD USME,0.24488713,USME,5,1,Territorio Red Sur,0.24488713,0.00075019
350,UPZ42,VENECIA,0.15120994,TUNJUELITO,6,1,Territorio Red Sur,0.15120994,0.00054056
354,1,UPR ZONA NORTE,0.61363375,SUBA,11,4,Territorio Red Norte,0.61363375,0.00305714
